name,value,units
height,183.37,cm
chestGirth,106.44226474265413,cm
waistGirth,98.27414918092076,cm
hipGirth,108.14628979523104,cm
rThighGirth,62.77158032555028,cm
lThighGirth,64.041584287374,cm
rCalfGirth,42.91011062534966,cm
lCalfGirth,42.03191182951451,cm
rAnkleGirth,25.929662744676172,cm
lAnkleGirth,29.810065384575722,cm
rBicepGirth,34.531003158339935,cm
lBicepGirth,34.35721939778119,cm
rForearmGirth,30.758359417604595,cm
lForearmGirth,29.241477353533682,cm
rWristGirth,10.268306496642968,cm
lWristGirth,21.6066212728404,cm
rArmLength,44.28526124752644,cm
lArmLength,48.90497501505317,cm
rLegLength,95.23258808282567,cm
lLegLength,95.21260477836591,cm
trunkLength,71.29117959296853,cm
crotchHeight,82.1858155881565,cm
collarScalpLength,172.47079897768202,cm
SA_total,21019.23195595949,cm^2
SA_head,2267.854896143169,cm^2
SA_trunk,6442.949546046289,cm^2
SA_rArm,1756.1916657406712,cm^2
SA_lArm,2004.9591232410212,cm^2
SA_rleg,4656.315590283438,cm^2
SA_lleg,4808.948174511005,cm^2
VOL_total,92837.52169650003,cm^3
VOL_head,7823.096191995623,cm^3
VOL_trunk,45172.53855741859,cm^3
VOL_rArm,3966.955447282315,cm^3
VOL_lArm,4665.651518386842,cm^3
VOL_rleg,15640.840598749975,cm^3
VOL_lleg,15568.439382666673,cm^3
rAnkleGirth_fixed,29.810065384575722,cm
lAnkleGirth_fixed,25.929662744676172,cm
trunkLength_fixed,69.2200082353971,cm
collarScalpLength_fixed,32.03818502974226,cm
