name,value,units
height,168.38,cm
chestGirth,87.95873093464068,cm
waistGirth,85.65112527592657,cm
hipGirth,108.67241856467189,cm
rThighGirth,56.73990331172761,cm
lThighGirth,56.050952281836175,cm
rCalfGirth,36.07666307475373,cm
lCalfGirth,34.36771675898042,cm
rAnkleGirth,23.536727003591224,cm
lAnkleGirth,24.418419316370933,cm
rBicepGirth,30.08386163471072,cm
lBicepGirth,29.8379568996966,cm
rForearmGirth,23.966450874376452,cm
lForearmGirth,23.306323719539723,cm
rWristGirth,16.213416477734803,cm
lWristGirth,14.320487796651415,cm
rArmLength,46.902501751160315,cm
lArmLength,45.44656812429258,cm
rLegLength,87.06556109787361,cm
lLegLength,87.06556109787361,cm
trunkLength,78.94064282288252,cm
crotchHeight,79.8693718812655,cm
collarScalpLength,167.4557226552739,cm
SA_total,17231.264297370133,cm^2
SA_head,1613.6836843045253,cm^2
SA_trunk,5341.64102699953,cm^2
SA_rArm,1741.7460649007378,cm^2
SA_lArm,1646.649167232595,cm^2
SA_rleg,3885.705547544335,cm^2
SA_lleg,3772.256829779095,cm^2
VOL_total,68040.02265883339,cm^3
VOL_head,5063.459655601503,cm^3
VOL_trunk,31496.909363533854,cm^3
VOL_rArm,3659.704947095872,cm^3
VOL_lArm,3418.690085518838,cm^3
VOL_rleg,12522.032458499963,cm^3
VOL_lleg,11879.226148583357,cm^3
rAnkleGirth_fixed,24.418419316370933,cm
lAnkleGirth_fixed,23.536727003591224,cm
trunkLength_fixed,63.11347182068197,cm
collarScalpLength_fixed,25.47557752044102,cm
